Conventions,G,BADC-CSV,1,,,,,,,,
activity,G,IPCC AR6,,,,,,,,,
comments,G,The header of this file was edited by Sara Blichner (s.m.blichner@geo.uio.no),,,,,,,,,
title,G,"Data for Figure 6.22, warming for SSP scenarios for forcing agent Ozone (O$_3$) (o3), relative to year 2019 ",,,,,,,,,
last_revised_date,G,2021-06-29,,,,,,,,,
location,G,global,,,,,,,,,
reference,G,https://github.com/sarambl/AR6_CH6_RCMIPFIGS/,,,,,,,,,
source,G,IPCC AR6 output,,,,,,,,,
creator,G,Sara Marie Blichner (s.m.blichner@geo.uio.no),,,,,,,,,
feature_type,G,Global mean time series,,,,,,,,,
comments,G,This data is based on the AR6 forcing time series.,,,,,,,,,
comments,G,Please see https://github.com/sarambl/AR6_CH6_RCMIPFIGS for methods,,,,,,,,,
coordinate_variable,year,year,year,,,,,,,,
metdb_short_name,year,year,year,,,,,,,,
long_name,year,year,year,,,,,,,,
type,year,int,,,,,,,,,
metdb_short_name,ssp460,ssp460,degrees C,,,,,,,,
long_name,ssp460,ssp460,degrees C,,,,,,,,
type,ssp460,float,,,,,,,,,
metdb_short_name,ssp370,ssp370,degrees C,,,,,,,,
long_name,ssp370,ssp370,degrees C,,,,,,,,
type,ssp370,float,,,,,,,,,
metdb_short_name,ssp126,ssp126,degrees C,,,,,,,,
long_name,ssp126,ssp126,degrees C,,,,,,,,
type,ssp126,float,,,,,,,,,
metdb_short_name,ssp434,ssp434,degrees C,,,,,,,,
long_name,ssp434,ssp434,degrees C,,,,,,,,
type,ssp434,float,,,,,,,,,
metdb_short_name,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-aerchemmip,degrees C,,,,,,,,
long_name,ssp370-lowNTCF-aerchemmip,ssp370-lowNTCF-aerchemmip,degrees C,,,,,,,,
type,ssp370-lowNTCF-aerchemmip,float,,,,,,,,,
metdb_short_name,ssp334,ssp334,degrees C,,,,,,,,
long_name,ssp334,ssp334,degrees C,,,,,,,,
type,ssp334,float,,,,,,,,,
metdb_short_name,ssp119,ssp119,degrees C,,,,,,,,
long_name,ssp119,ssp119,degrees C,,,,,,,,
type,ssp119,float,,,,,,,,,
metdb_short_name,ssp585,ssp585,degrees C,,,,,,,,
long_name,ssp585,ssp585,degrees C,,,,,,,,
type,ssp585,float,,,,,,,,,
metdb_short_name,ssp370-lowNTCF-gidden,ssp370-lowNTCF-gidden,degrees C,,,,,,,,
long_name,ssp370-lowNTCF-gidden,ssp370-lowNTCF-gidden,degrees C,,,,,,,,
type,ssp370-lowNTCF-gidden,float,,,,,,,,,
metdb_short_name,ssp245,ssp245,degrees C,,,,,,,,
long_name,ssp245,ssp245,degrees C,,,,,,,,
type,ssp245,float,,,,,,,,,
metdb_short_name,ssp534-over,ssp534-over,degrees C,,,,,,,,
long_name,ssp534-over,ssp534-over,degrees C,,,,,,,,
type,ssp534-over,float,,,,,,,,,
data,,,,,,,,,,,
year,ssp460,ssp370,ssp126,ssp434,ssp370-lowNTCF-aerchemmip,ssp334,ssp119,ssp585,ssp370-lowNTCF-gidden,ssp245,ssp534-over
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945,0.001970733851895945
2021,0.003651354537158674,0.0051482184646443885,-0.0009767926843488317,0.003651356500266517,0.0031483652839406073,-0.0023145176051282135,-0.0006252574322254123,0.003120328255776378,0.0030147509923684757,0.0014041447155678233,0.0031896741313687804
2022,0.005629132498193246,0.008244756600507053,-0.0038039879153531353,0.005513328386643146,0.004207205774502676,-0.004976169248389256,-0.0034730336234112813,0.004179416709041928,0.003907536030288039,0.001338597715455886,0.004335793575999697
2023,0.007825826727698382,0.011284004966789607,-0.006602387323460107,0.007473307020819359,0.0051785027742440315,-0.006452604316097871,-0.00658368976073509,0.005179674552993868,0.004596266212861633,0.001626039607456331,0.00543922643382605
2024,0.010161050129343818,0.014296033122562501,-0.009409302327928193,0.00941988485883713,0.006098443733335651,-0.007059691489720604,-0.00995897516867511,0.006175457365183934,0.004980099627409029,0.0021617082182973646,0.006548773289656529
2025,0.0125949159118664,0.017303737986000434,-0.012253267226463083,0.011293920792675077,0.00699433744102837,-0.007020294266692567,-0.013599298380724045,0.0072016239836903695,0.00499924773156768,0.002880910119014146,0.007695139984184279
2026,0.01510700654653585,0.020327620840737914,-0.015150540796584622,0.013065016646559846,0.00789017172692022,-0.006492368843965285,-0.017496668959306377,0.00828301757954314,0.004624472993490308,0.0037425033632788596,0.008900584322798444
2027,0.0176895639205068,0.023389246227510818,-0.018104892170657805,0.014722910776928472,0.008810362420338724,-0.0055905164826094145,-0.021634840503238106,0.0094415378353854,0.003851004795637075,0.004722662023192298,0.01018514799951728
2028,0.020334547213985865,0.026500882142605653,-0.021120288080785254,0.016261846061039587,0.0097689403747315,-0.004399911509886223,-0.02599979350255882,0.010688196494805347,0.0026810521918941566,0.005800606748728038,0.011558360177969046
2029,0.023032677117142797,0.02966830214732391,-0.024201693711979527,0.01767730221963648,0.010773038030576526,-0.002988186038402313,-0.030580764150756057,0.01202478127631637,0.0011205442658256126,0.006957588395956782,0.013021293930389755
2030,0.025764542218231712,0.03288265317582578,-0.02736315812251583,0.018956958746049968,0.0118148502115904,-0.0014088687768800678,-0.035379253189160464,0.013438782145222955,-0.0008313174655342759,0.008167238295509499,0.014560967110264028
2031,0.028520503202653813,0.036141301153245486,-0.030609136229735517,0.020099044339865202,0.012892647585445338,0.00029689417400469154,-0.04038852428444428,0.014924179166030477,-0.0031630848340401807,0.009414221842209053,0.016170861878417153
2032,0.03126775230033263,0.039404690447978064,-0.03345350964202809,0.021084249703888336,0.014083955487820932,0.0008391289093480359,-0.044794320216664296,0.01667343449755032,-0.005781086742652458,0.010550546691978885,0.018043201996918945
2033,0.033998161449532105,0.042668994030958585,-0.03601253467195065,0.021940175149268548,0.015354973976867803,0.0004977619177186365,-0.04876273014802715,0.01864377606339257,-0.008647509967517925,0.011581319345641855,0.020134759449689177
2034,0.03669566443349598,0.045921373249806385,-0.03837247544242772,0.022707772422330186,0.016670928905985982,-0.0005265346894637868,-0.05240407364354838,0.020805734782713026,-0.011690309942220423,0.0124980254337895,0.02241466801263209
2035,0.03934019480494516,0.04914513861464903,-0.0406051752419169,0.023409572285325142,0.017999069693942493,-0.0020837731678480798,-0.05580219201809117,0.02312532847804133,-0.01486658195824786,0.013286836840344762,0.024848245023308235
