"em","sector","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"N2O","1A1a_Electricity-autoproducer","ktN2O",1.00345142470282,0.942994763968495,0.933329575904028,1.04647232905049,4.34826827482388,3.86612331589248,3.9843895551248,3.96362528744415,4.05041430376683,4.20871991715086,4.17553177601654,4.07900386383339,4.5216436381475,4.34218899987412,4.35541798576655,4.38943881367496,4.33768074837913,4.46175860203982,4.531964400068,4.5339765452939,10.2452431114486,10.7930475575658,11.0388724134035,10.3279237287616,11.4209883768156,12.8387004261034,13.3277454218892,13.7512637132823,13.4842490940524,8.60889517894697,7.46225180611639,7.97189459520257,8.23211576442668,8.27217162000955,9.29202071271696,10.0011218804761,10.8251358143598,13.3774198907024,14.3549943042752,15.1937773773163,17.219243258303,18.5822312533686,20.5375989913188,21.335573465873,23.9676186138466,24.5674604257086,31.2061220034177,31.052315825588,31.8401880448546,32.2556975804331
"N2O","1A1a_Electricity-public","ktN2O",33.9246410349813,35.4247502982493,37.7437089404184,40.7011304715216,39.4964549685889,40.6096387957642,44.2464469290252,46.682809604146,47.7239999960188,50.2488403612834,52.3063583622992,53.4611421268635,52.8104067158222,54.5709591134741,56.8589247505217,59.0405152068131,59.2364268968464,62.1148780503456,64.7794074753016,67.5869468250678,70.6636306078128,70.0574852758971,70.8722962874413,73.8356221271783,75.7409400148458,79.4864284916115,83.3208187174992,85.5456653587302,90.0970259447877,96.3042531733672,104.060123749924,109.948963474212,124.667174842582,136.439571327808,150.498065837706,161.612542025396,172.253451752415,188.318775194646,191.403751284077,191.948163136015,205.004459109372,212.115513327145,211.184346363629,224.674471946371,228.799475570726,223.497102879326,242.621517187465,245.412215368322,247.121914529922,239.288523242635
"N2O","1A1a_Heat-production","ktN2O",10.549956003552,10.7977299463224,11.3988465962452,11.9167211652918,12.5325602167845,13.1656621564888,13.8273547925229,14.3188699739944,15.3680671525479,15.8515216588407,16.7692792279549,16.7257057412635,17.4302359368234,18.1480706495956,19.2491210835075,20.3611790910689,21.0826995448936,22.4297814381299,23.1741810711674,37.1263174426983,35.4026677555785,36.5490665312518,38.3362633677772,39.5785665077914,41.5467537577817,40.8734882576464,42.3802937229169,42.2051815564511,42.3182045530777,35.6324389572455,39.180669147028,40.5147934609238,46.7703746962873,52.5203256674563,55.8744712760097,60.667629135266,63.3452621177507,66.1265227994165,66.6002042035385,67.7949824217918,74.4171814563065,78.6601129708336,80.7959225574436,83.4319348751817,82.6135552086301,82.9919933962072,91.5821757195551,94.1527991126262,95.6874358314128,96.2600473652401
"N2O","1A1bc_Other-transformation","ktN2O",3.45736445222619,3.46200104368659,3.60187646547399,4.44562717057017,4.4287412777444,4.22838827366124,4.18288189340468,4.46362811066134,4.71368957877359,4.79107281657722,4.73075322715971,4.67575158552724,4.79439880459112,4.96357322302535,5.17570246723319,5.55252571644235,5.5576255728966,5.86416028557212,5.96988146151543,6.43616753963604,6.11972688787693,6.23080687117851,6.19515045894664,6.41352984401225,6.58225314323106,6.79565735780745,6.91858115192191,7.2682551323575,7.41717281416737,7.0404309615136,6.89504861866608,7.73198242295228,7.69375675746376,8.22411403280986,8.03950183306709,8.17351821916718,8.78308043314438,9.7566381542327,10.3269191643575,10.6674812005822,11.2796012119319,10.7340746482722,11.0036460811864,11.4264312291088,10.9855435080292,10.3682427040523,10.4080426834538,10.4446321065919,10.4973717201969,10.5622276915169
"N2O","1A2a_Ind-Comb-Iron-steel","ktN2O",8.17097046330774,8.25016563336557,8.36256081996074,8.41190588489842,8.34290519198039,7.80316154345989,7.05525304964508,7.44031371734631,7.24246969548531,7.79545079761624,8.99789317122911,8.65969158393664,7.71743254567533,7.77599511333053,8.23933689547265,7.39640414159145,7.45609204007194,6.92455576064631,7.24968932550144,7.20157208818775,6.72563229242509,6.60655019674637,6.49405611879715,6.57250734011129,6.80730529216806,7.3536914268406,7.16496068031804,7.1833189490132,7.24497383274587,6.50177306054767,6.93992505650441,7.04066987108452,6.83582826168469,7.79393902100137,8.4743944812967,8.81102735333461,9.13398869734635,9.56870886248935,10.2113072036342,9.97128515355036,11.6958302127109,12.7222507249468,13.3513680671835,12.8024447324554,13.2291080789552,13.0342920236656,12.7078901777879,12.8656414271018,13.1922177438311,13.2151262772219
"N2O","1A2b_Ind-Comb-Non-ferrous-metals","ktN2O",0.833818532901414,0.966745207354002,0.883845814751408,0.976216213955037,1.02395851880806,1.06894267581065,1.11394974581058,1.23742567670036,1.14318973851642,1.08302845852094,1.27001412910693,1.3653651842715,1.28219755947588,1.15887942445421,1.27153284933655,1.53065211942937,1.54471383635008,1.59646252680005,1.65606729119931,1.47599908376985,1.45637668080409,1.43214445950867,1.43716515862746,1.47585151651561,1.41843759419076,1.69949665721819,1.7030125655794,1.59399637551469,1.66105054997623,1.59520550951406,1.54043804606999,1.36739903582123,1.30295549343202,1.37788488656714,1.49901161843933,1.45421861571379,1.54233750869993,1.65088327907573,1.68066351159113,1.54622065535523,1.64310786640915,1.70335484639757,1.64927372490932,1.71217103275987,1.7759083049222,1.76071954782398,1.75053431802018,1.76535758206012,1.80672630409145,1.84265593817519
"N2O","1A2c_Ind-Comb-Chemicals","ktN2O",5.61761485085525,6.62164245759322,6.28722235163378,6.41553551635006,6.06605960830785,5.6084912284763,6.28602607048525,6.12970591757403,5.40807571370211,5.58977319204802,7.66008280349063,7.30260914062322,7.54736174702935,7.05568729127968,7.45389773635276,6.86424129284429,6.67535720434984,6.81200495686877,7.07126525256765,6.94042478031237,7.48099086311501,7.61267834050234,6.85691807960078,7.25063990702319,7.44980742232853,8.65735924569014,8.57356570130489,7.96739002964685,7.78428436786935,8.12147984588209,8.38448544664044,8.56311942515056,7.5812668968667,7.72793242906806,8.5456395491026,8.54728423163079,8.58170300620626,9.4007269362634,9.09185882217115,8.56722783781063,9.40859719458353,9.82730082211915,9.2201966089973,9.22912202491582,9.14067224842658,9.87053486652892,10.2503577522522,9.51052850009325,9.64815582052184,9.73007018314556
"N2O","1A2d_Ind-Comb-Pulp-paper","ktN2O",2.7465288115652,4.29705749691121,4.34344309982629,4.82473154455424,4.82070808787466,4.27348309519435,4.74495030151946,4.45643533604075,4.48192400630038,4.61257593226033,5.10339104517131,4.78669962361629,5.40205792908005,5.00921091221202,5.46316167944909,5.87336796397936,6.10779318705956,6.27578036646543,6.3995064750524,6.17423718006432,6.10970310539733,6.15731357997803,5.8568369965512,8.42624460672186,8.25100870426739,10.891690740592,9.2550436006738,9.7965798561553,9.97032169770641,18.749140690662,19.7895108450492,17.8221700503692,17.2410371162788,17.5104246677359,18.3594689794357,18.4942748137969,19.3485766005291,19.5178972657382,18.3772509074047,16.1389254685152,18.9674955029304,18.9378958012699,17.8647361404852,18.0373544288372,17.7147491148189,18.0307269421312,18.0405861238959,18.6861629798621,18.689473852423,18.7257636080691
"N2O","1A2e_Ind-Comb-Food-tobacco","ktN2O",4.10759599516736,4.24505814807337,4.51936182053373,4.5482970167579,5.1408988446792,4.94783441128754,5.26196155859705,5.50901600664787,5.35236759348156,5.34817111440041,5.93231004525754,6.19170259548311,6.41672978641131,6.23536194501484,6.42767699840722,6.46202152790512,6.22533112814675,6.58668638871966,6.36366373382918,6.38244499149143,6.32204077170654,6.25892742404291,5.83931153920123,5.84816728788681,5.95346484557046,6.94540226514397,7.09816366203245,7.18895841453284,7.3560734058687,7.85686392041908,7.40843565414484,7.97210867306354,8.35887637896177,8.23820620050736,9.00790495127177,9.10012591918315,9.50576445345082,9.75438527849272,9.75114852791858,9.57697385481642,9.9579098845622,9.88995625803677,9.94192263630609,10.0479573296479,9.59910111177852,9.99748609067498,10.2979845908451,10.3295690344095,10.3756526546154,10.3837988281826
"N2O","1A2f_Ind-Comb-Non-metalic-minerals","ktN2O",4.49679327049251,4.9897069653664,4.94379151755674,5.10446995935501,5.59153798721537,5.25391439406884,5.37245301914317,5.56476461528127,5.8045068783335,5.95601020695398,7.71855906656315,8.12718404916552,8.42931950350834,8.35813967068567,8.77650007960293,9.8237054867452,9.73618217864292,9.97636602960127,10.0253218171148,10.160648937541,10.2572377528588,10.3117054704307,10.4413833714675,10.6819506419885,11.0741110088974,11.9562902569614,11.9070515383398,11.8308566372194,12.029662803859,11.4718615738026,11.1146626555756,12.089617371899,11.6874181987386,13.2334940584118,15.7026800411253,16.123205554037,16.1120363034047,17.880082695711,18.2975411850434,17.2563408388473,17.8784276900269,19.3811162848644,18.980995967574,18.9750246813052,19.5823200285734,19.2915435047199,18.2823212050374,18.1756156674315,19.0846296302515,19.5662756772367
