Conventions,G,BADC-CSV,1,,,,
title,G,Percentiles of warming for SSP scenarios produced by the AR6 two-layer climate model  ,,,,,
creator,G,Chris Smith (C.J.Smith1@leeds.ac.uk),Leeds University,,,,
activity,G,IPCC AR6,,,,,
feature_type,G,Global mean time series,,,,,
reference,G,https://github.com/chrisroadmap/ar6/blob/main/notebooks/260_chapter6_slcf_future_warming_contributions.ipynb,,,,,
last_revised_date,G,2021-03-11,,,,,
source,G,AR6 output,,,,,
history,G,"Generated by Chris Smith, header edited by Sara Blichner (s.m.blichner@geo.uio.no)",,,,,
location,G,global,,,,,
comments,G,This data is based on the AR6 forcing time series.,,,,,
comments,G,The data was downloaded from https://github.com/chrisroadmap/ar6/tree/main/data_output,,,,,
comments,G,The header of this file was edited by Sara Blichner (s.m.blichner@geo.uio.no),,,,,
comments,G,"Scenario: ssp534-over, percentile: p05",,,,,
coordinate_variable,year,year,year,,,,
metdb_short_name,year,year,year,,,,
long_name,year,year,year,,,,
type,year,int,,,,,
metdb_short_name,aerosol,aerosol,W/m2,,,,
long_name,aerosol,aerosol,W/m2,,,,
type,aerosol,float,,,,,
metdb_short_name,anthro,anthro,W/m2,,,,
long_name,anthro,anthro,W/m2,,,,
type,anthro,float,,,,,
metdb_short_name,bc_on_snow,bc_on_snow,W/m2,,,,
long_name,bc_on_snow,Black carbon on snow,W/m2,,,,
type,bc_on_snow,float,,,,,
metdb_short_name,ch4,ch4,W/m2,,,,
long_name,ch4,Methane (CH$_4$),W/m2,,,,
type,ch4,float,,,,,
metdb_short_name,hfc,hfc,W/m2,,,,
long_name,hfc,hfc,W/m2,,,,
type,hfc,float,,,,,
metdb_short_name,o3,o3,W/m2,,,,
long_name,o3,Ozone (O$_3$),W/m2,,,,
type,o3,float,,,,,
metdb_short_name,slcf,slcf,W/m2,,,,
long_name,slcf,slcf,W/m2,,,,
type,slcf,float,,,,,
data,,,,,,,
year,aerosol,anthro,bc_on_snow,ch4,hfc,o3,slcf
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.003917148559936,0.027538890072449,-2.67773974638618e-05,0.001748293963355,0.000901802676071,0.001376776837073,0.010554192818719
2022,0.008173518650415,0.053619539098069,-4.54916789335068e-05,0.003402637782782,0.001859213740908,0.002458133861649,0.020280048763145
2023,0.011700240678912,0.078631423059136,-5.60664034097157e-05,0.004996646380057,0.002870572766685,0.003314732199196,0.028633036166941
2024,0.015110999218911,0.102931183550781,-5.92922261881234e-05,0.006585867649385,0.003937940168083,0.004078181371909,0.036270685306625
2025,0.018128317709526,0.127560851248718,-6.3080918378855e-05,0.008194043553466,0.005060751255651,0.004713692908775,0.043189782098625
2026,0.020853944774659,0.151638801607695,-8.3071364696341e-05,0.009823350647666,0.006231105769645,0.005312957257942,0.049803135319581
2027,0.023483908034238,0.175947926723141,-9.24612813702375e-05,0.011510895353936,0.007458963516432,0.005881297944121,0.05601637781278
2028,0.025494466542813,0.200697372965433,-0.000121336860354,0.013227190001058,0.008738717175796,0.006449199498717,0.062188563608744
2029,0.027680987618855,0.226386703532204,-0.000166903601395,0.014990241372303,0.010063266822273,0.007012554154667,0.068252911277593
2030,0.029749870891044,0.252019770347755,-0.000326071201443,0.016830990681824,0.011433472577364,0.00757378868973,0.074333403445426
2031,0.031385088461834,0.277226308462387,-0.000674494240507,0.018720779036832,0.01285304861443,0.008227164098838,0.080448449463814
2032,0.031783423943245,0.302614808330553,-0.00097733480702,0.020666461164397,0.014317180202218,0.00900670396374,0.086538134160516
2033,0.032321481663989,0.328187644123503,-0.00128702330367,0.022649029291788,0.015822482561205,0.009942051995826,0.092388467898506
2034,0.032682597941428,0.354274271640738,-0.001601692238691,0.024714024935019,0.01732459731129,0.010929190568812,0.098191601269718
2035,0.032656414315007,0.381177383718811,-0.001970278514651,0.026888327719119,0.018870465040296,0.011924358190177,0.104422866369735
2036,0.032860527007287,0.409144679035843,-0.002381726381417,0.029120609768243,0.020426027937105,0.012988898975728,0.110762456007339
2037,0.032925282039731,0.436344293389493,-0.002774007528473,0.031448854156838,0.021957955128009,0.014138402002121,0.116835780477738
2038,0.03261940822918,0.464086546238779,-0.00321600470998,0.033885155544346,0.023461699960922,0.015307241115761,0.123062961880589
2039,0.032927487402955,0.492849341054603,-0.003583844132689,0.036409148714871,0.024974208258764,0.01652869609588,0.129777893612344
2040,0.033103423374461,0.521964236834638,-0.003971817771518,0.039019114336716,0.02651093522916,0.017778076921597,0.136383693569415
2041,0.033553265554511,0.55161841209744,-0.004699415860541,0.041718611290518,0.028049693654263,0.01874921266289,0.142779752793355
2042,0.034867678363065,0.580049939059988,-0.006019903745815,0.044416293026184,0.029554377791968,0.019152024000299,0.14842860607538
2043,0.03783622795002,0.609172780421651,-0.00786539779881,0.046864333083895,0.031052155688713,0.019146529518126,0.153908463154197
2044,0.040432218463492,0.63620040419553,-0.010102471398621,0.048667705490399,0.032477635866146,0.01868226910001,0.158959027035865
2045,0.043745588031334,0.660478152055843,-0.012557664108813,0.050147826958763,0.033803142332164,0.017755687855388,0.162292710339376
2046,0.046626997175228,0.682397996624835,-0.015354137612964,0.050805052645546,0.035010369654417,0.016326750495049,0.1632198321574
2047,0.050241885646903,0.703390771789214,-0.018196813883637,0.050987628439619,0.036101879380819,0.014613648762755,0.163854326950676
2048,0.053583556363454,0.720540197922182,-0.021299890230867,0.05010547544157,0.037040715051104,0.012384340007289,0.163202263429486
2049,0.057053134525799,0.739279525390789,-0.024382231369473,0.04858038412158,0.037873154609542,0.009678710474106,0.161208911408162
2050,0.060356414061386,0.755119994690597,-0.027661040777062,0.046177107321363,0.038574918688199,0.00622111920136,0.157434150438657
2051,0.063488429953749,0.768053804750176,-0.030818810774154,0.043189649100555,0.039161431849968,0.002345889757974,0.152655744981157
2052,0.065997065358255,0.777985864192957,-0.03336800856831,0.039483110672369,0.039591220157786,-0.002065986587557,0.145943007890648
2053,0.068850075732567,0.784789498635237,-0.035842851722215,0.034910182714129,0.039935770499106,-0.007905113592045,0.138899069139272
2054,0.070894548242796,0.787072527073828,-0.037899505443611,0.029985545101077,0.040129314414908,-0.014593259921548,0.129174051817478
2055,0.073666077657018,0.791364656518317,-0.039899709769744,0.024991456429337,0.040155026444015,-0.022356548571583,0.120393395267293
2056,0.075716106768672,0.795349591894261,-0.041679746832843,0.019727000898006,0.039974708801686,-0.0307680574665,0.11015557335837
2057,0.076746585669904,0.79500361087447,-0.043681374271812,0.014221147728666,0.039689634023428,-0.038662442260588,0.101006397200796
2058,0.078098960894833,0.793081635165291,-0.045419305836149,0.00826597393183,0.039212814198493,-0.047573546901722,0.090515903344681
2059,0.079162967385903,0.789712215756439,-0.047041625910645,0.001945104495977,0.038533644079493,-0.056551651690887,0.080618945732915
2060,0.080246193051853,0.785517317765709,-0.048623786602343,-0.004589125999163,0.037723375232948,-0.065826701755537,0.070136669272579
2061,0.08158310442984,0.777852775847925,-0.05004984993956,-0.011439030811228,0.036840813667231,-0.074592696865156,0.059314425966681
2062,0.082342641904086,0.768890761403506,-0.051544462246625,-0.019002307739645,0.035744946513885,-0.08308068360968,0.047195173973636
2063,0.082772586765447,0.762032545441813,-0.053016664409483,-0.02706162429121,0.034610250368075,-0.091780592054896,0.034707093138993
2064,0.083159787390663,0.753031351333429,-0.054472323803186,-0.03524103059027,0.033394896504258,-0.100229898104872,0.023184587053138
2065,0.083274509442637,0.743290112787438,-0.055935075234893,-0.043656505084599,0.032263174287477,-0.108185903304116,0.012465240959096
2066,0.083236422791772,0.732904586171007,-0.057384907186942,-0.052018092378188,0.031149595465201,-0.116897073238351,0.000186201284977
2067,0.083182571464987,0.723966012683599,-0.058834199727286,-0.060203312536907,0.030045742914961,-0.124891680483146,-0.011747583272423
2068,0.08323758074197,0.714253467098714,-0.060272275477694,-0.068770938546535,0.028886499837042,-0.132361016153686,-0.022966164615839
2069,0.083477084205455,0.704016147663068,-0.061712599659057,-0.076890445720829,0.027732573646665,-0.139561383037635,-0.033551429176422
2070,0.083490993587878,0.693272264316729,-0.063165537156997,-0.084877625961562,0.026592956130898,-0.147141322414724,-0.043754499302891
2071,0.084627512538368,0.681608127083379,-0.064625990254492,-0.092945266787963,0.025567253504068,-0.154830684430354,-0.053679878835395
2072,0.084939969986912,0.67012453559858,-0.066034236713083,-0.10057225404808,0.024665659015577,-0.161470428146928,-0.062905529573897
2073,0.085082339860938,0.661014201665247,-0.067383874407287,-0.108096806183232,0.023717582555071,-0.167220181122615,-0.071666544164982
2074,0.08525619384223,0.647939717645336,-0.068856917207935,-0.115244565594354,0.022957382570689,-0.173327229680127,-0.080044703601379
2075,0.085726452452297,0.633705197917734,-0.070286529213121,-0.12227973370853,0.022043183432638,-0.178416957314349,-0.08870975071239
2076,0.086523580647504,0.621479379872254,-0.071717835653682,-0.128683432363738,0.021246248090116,-0.183406240853467,-0.097490653347373
2077,0.087061818326065,0.609188530227842,-0.073052341355087,-0.134742900802958,0.020456492018486,-0.187674690187675,-0.10505650134794
2078,0.086814741195117,0.596501987518738,-0.074415321718832,-0.140001275019502,0.019701532487016,-0.191923845903732,-0.112363483178906
2079,0.08657573998112,0.585307053409222,-0.075705203696662,-0.145521041898522,0.018955784316774,-0.195886268087099,-0.118287696941349
2080,0.086878548794964,0.574011883121256,-0.076976229633541,-0.150649341791819,0.018292263527268,-0.199894899736518,-0.125652538942248
2081,0.086466094094121,0.561783536410761,-0.078188923576096,-0.15571145460462,0.017674754175615,-0.203445982269597,-0.132124662235596
2082,0.085615793455179,0.54951720729991,-0.079243643083289,-0.160410320432204,0.017080597825451,-0.206821504663096,-0.136664615778408
2083,0.084986498810342,0.537841026457887,-0.080226923940033,-0.164816735105889,0.016485621526971,-0.209416168192164,-0.141336065507935
2084,0.084941474743051,0.527733364234667,-0.081223787364852,-0.169425672980044,0.015901218255655,-0.211848519807693,-0.146832576568682
2085,0.084925740087961,0.515443573391402,-0.082173092969286,-0.173345492248524,0.015339427297118,-0.214078370225737,-0.151556007487169
2086,0.084928225259778,0.502194931944939,-0.083135411111883,-0.177302491526207,0.014782376602987,-0.21630284364156,-0.154882260158092
2087,0.084913823514747,0.493083805806651,-0.084107406379651,-0.180748937745862,0.014275627184717,-0.21853027765168,-0.159216389467156
