Conventions,G,BADC-CSV,1,,,,
title,G,Percentiles of warming for SSP scenarios produced by the AR6 two-layer climate model  ,,,,,
creator,G,Chris Smith (C.J.Smith1@leeds.ac.uk),Leeds University,,,,
activity,G,IPCC AR6,,,,,
feature_type,G,Global mean time series,,,,,
reference,G,https://github.com/chrisroadmap/ar6/blob/main/notebooks/260_chapter6_slcf_future_warming_contributions.ipynb,,,,,
last_revised_date,G,2021-03-11,,,,,
source,G,AR6 output,,,,,
history,G,"Generated by Chris Smith, header edited by Sara Blichner (s.m.blichner@geo.uio.no)",,,,,
location,G,global,,,,,
comments,G,This data is based on the AR6 forcing time series.,,,,,
comments,G,The data was downloaded from https://github.com/chrisroadmap/ar6/tree/main/data_output,,,,,
comments,G,The header of this file was edited by Sara Blichner (s.m.blichner@geo.uio.no),,,,,
comments,G,Baseperiod = 2020,,,,,
comments,G,"Scenario: ssp460, percentile: p95",,,,,
coordinate_variable,year,year,year,,,,
metdb_short_name,year,year,year,,,,
long_name,year,year,year,,,,
type,year,int,,,,,
metdb_short_name,aerosol,aerosol,W/m2,,,,
long_name,aerosol,aerosol,W/m2,,,,
type,aerosol,float,,,,,
metdb_short_name,anthro,anthro,W/m2,,,,
long_name,anthro,anthro,W/m2,,,,
type,anthro,float,,,,,
metdb_short_name,bc_on_snow,bc_on_snow,W/m2,,,,
long_name,bc_on_snow,Black carbon on snow,W/m2,,,,
type,bc_on_snow,float,,,,,
metdb_short_name,ch4,ch4,W/m2,,,,
long_name,ch4,Methane (CH$_4$),W/m2,,,,
type,ch4,float,,,,,
metdb_short_name,hfc,hfc,W/m2,,,,
long_name,hfc,hfc,W/m2,,,,
type,hfc,float,,,,,
metdb_short_name,o3,o3,W/m2,,,,
long_name,o3,Ozone (O$_3$),W/m2,,,,
type,o3,float,,,,,
metdb_short_name,slcf,slcf,W/m2,,,,
long_name,slcf,slcf,W/m2,,,,
type,slcf,float,,,,,
data,,,,,,,
year,aerosol,anthro,bc_on_snow,ch4,hfc,o3,slcf
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.006109888591768,0.03912275207621,0.00420223244717,0.00461842288149,0.001247694688296,0.005050323431337,0.01592998511481
2022,0.010569784258255,0.076967190109247,0.0075855618144,0.009507017966105,0.002475965040062,0.009747549546227,0.029909285007259
2023,0.013877787057692,0.113976474736723,0.010294750750011,0.014627139746922,0.003728961616505,0.014295739528839,0.042497730490824
2024,0.016375525053595,0.150859778931794,0.012462956086018,0.019824564058035,0.005056235985572,0.018559252447662,0.05383981835262
2025,0.018156833618143,0.187864265707041,0.014313729179002,0.025174380226986,0.006496704466013,0.02261993722638,0.064619801275187
2026,0.01935292843492,0.224441337625815,0.01583758663162,0.03051404898046,0.008054831498117,0.026632883127812,0.075172240361988
2027,0.020146974179501,0.261392946144126,0.017175834168931,0.035928408352739,0.009803768415912,0.030639656979507,0.085000764623415
2028,0.020716141180656,0.298891256041966,0.018419276913011,0.041383484763458,0.011725806662124,0.03441662238949,0.095408599687839
2029,0.021100203547333,0.336337322248688,0.019562530616911,0.046853544510844,0.013831118978226,0.038248068736308,0.105169532098624
2030,0.02132779052256,0.374267219112279,0.020560703202588,0.052293240963306,0.016119515606752,0.042139913932255,0.11511215424662
2031,0.021402014258147,0.412985483071442,0.021376661483166,0.05774474541594,0.018630993281361,0.045924691618356,0.125218489090758
2032,0.021476112850712,0.451684468906258,0.022049449340485,0.063136833526818,0.021332156795379,0.049646152508399,0.135438206584989
2033,0.021482902796923,0.490099496464656,0.022500107235582,0.068711828254235,0.024160928034325,0.053251011989373,0.145508414398727
2034,0.021521302625741,0.529134749207482,0.022873241468351,0.074122349342652,0.027063233422251,0.056684131325723,0.155263875036133
2035,0.021771371164765,0.568212779936705,0.023158206727781,0.079443505570333,0.029995329811844,0.060061643267718,0.165293433967089
2036,0.021645391695508,0.606938716024484,0.023379095550114,0.084734489668191,0.032985339575075,0.063599599383488,0.175263962736191
2037,0.021794823341807,0.64609881489799,0.023432786173017,0.089749168206693,0.035910994709286,0.066867156238887,0.185653069503699
2038,0.021753970705404,0.685131126681932,0.023452617107037,0.094749294897329,0.038900082745953,0.070191575492153,0.195977591905507
2039,0.021902989660322,0.724218073346566,0.023522994196519,0.099696434536345,0.04185975904299,0.073435444818748,0.20526353849406
2040,0.022040362359576,0.763940247069799,0.023574471126076,0.10461666978723,0.044838175443578,0.076534187473946,0.214237895109728
2041,0.022199862544605,0.804053446080338,0.0234778942013,0.10937726506476,0.047784825876214,0.079465099071965,0.223819797458766
2042,0.022473425751978,0.843965290992848,0.023418675685378,0.114135878011011,0.05062613829449,0.082221416302179,0.233196158295602
2043,0.023053288367104,0.88458671350251,0.02308275769029,0.118827624685661,0.053306493080718,0.084782746087125,0.242731214185999
2044,0.023531018070082,0.923519309854639,0.022562462037687,0.123391752831212,0.056080321581062,0.087185207041563,0.252187823076994
2045,0.024219696352787,0.965055690938698,0.022112914145153,0.127964730849699,0.058701341993036,0.0894532914542,0.260947241395723
2046,0.024934319913086,1.0060607169137,0.021635774172223,0.132333300789046,0.06128477387738,0.091731708538569,0.269586400554583
2047,0.025831272693581,1.04601949116648,0.021101609806226,0.136542856488536,0.063718512443444,0.093840223126109,0.277896735965975
2048,0.027216368817555,1.08628542386173,0.020596484226311,0.140730036232488,0.066017416384447,0.095692341622773,0.286603416821794
2049,0.028454681820676,1.1265773990254,0.01993028960239,0.144902970959103,0.06833318072418,0.097449343279479,0.294349886195926
2050,0.029702851760003,1.16605648093889,0.019331549284,0.148848202237408,0.070551494535028,0.098818542138523,0.30301917747636
2051,0.031636208551577,1.20627524556527,0.01858145909751,0.152742392855434,0.072793966038388,0.100231403037469,0.311524326797326
2052,0.033617798528375,1.24627751385082,0.01773972849617,0.156529346024107,0.07483237088109,0.101794548368853,0.32018670892084
2053,0.035754508192477,1.28628128819714,0.0167462033158,0.160163037096584,0.076699988693297,0.102897233074703,0.328860098632145
2054,0.03814832588953,1.32583507018704,0.015740225818964,0.16369428367175,0.078432766725685,0.103992940403713,0.337654175495483
2055,0.040628868949655,1.36513711629274,0.014563692224064,0.167180117190751,0.080166455063781,0.10509265146899,0.345795474746152
2056,0.042653097818002,1.40526145563493,0.013433653734143,0.17040192565329,0.081715822123099,0.106346966278593,0.354828407588624
2057,0.045423831719641,1.44467270647677,0.012386046451785,0.173670839573121,0.083294273201035,0.107348765537431,0.363166089442666
2058,0.048398355301114,1.48633984248491,0.011348952227063,0.1769060031746,0.084740801536953,0.108028153006933,0.371508176410862
2059,0.052009267239949,1.52680882733286,0.010405760032529,0.17998523322477,0.086017549580661,0.108782105283651,0.380320930182486
2060,0.055497283469162,1.56732144689841,0.009443571955379,0.183065016699682,0.08726779265897,0.109598017102604,0.386620805827489
2061,0.059485173531827,1.60672416341327,0.008456438215137,0.186291785945671,0.088344872451058,0.110248173548752,0.395118160418265
2062,0.06439639463459,1.64602238366052,0.007518789048846,0.189057972740801,0.089130334023437,0.11103210646535,0.401357700576587
2063,0.069072257300036,1.68777968218805,0.006401353708248,0.191826930004589,0.089714815591458,0.111648956692336,0.408676311096514
2064,0.072471191939406,1.72734081012349,0.005471967007785,0.194503120039149,0.090170983480424,0.112174100731117,0.416729179392255
2065,0.076121997921143,1.76705643094404,0.00446946147158,0.197230799434644,0.090556070311411,0.112591670439824,0.423709468410067
2066,0.081937789984707,1.80651070929963,0.003582502739238,0.199996870806713,0.090978499985336,0.112973518013373,0.430215723456867
2067,0.087004656627956,1.84380495976683,0.002851950115649,0.202508836421259,0.091159342174564,0.113534136255441,0.438099041858753
2068,0.092407535336223,1.88129795977349,0.002265287529248,0.20501185224261,0.091321761195541,0.113940793588893,0.445267879070495
2069,0.099493901471407,1.91986147100439,0.001733791893198,0.207392219731936,0.091472349503934,0.114250873656829,0.4518181740569
2070,0.105145199541664,1.95907986498416,0.001431706158789,0.209842884269882,0.091455857483647,0.114596648886124,0.45918084078643
2071,0.111389432644402,1.99814117879103,0.001139950367231,0.211968898323938,0.091196172737825,0.114796123306548,0.466510170275396
2072,0.11874766113496,2.03661637390335,0.000952790410377,0.213938240225225,0.090795369503116,0.114804131038118,0.47400883089635
2073,0.125724498429669,2.07492846899639,0.000835524137213,0.215928272951328,0.090659932392646,0.114006793546543,0.482242943672199
2074,0.133818348270835,2.11294670425128,0.000718628549981,0.217782988952528,0.09015407370045,0.113041537163394,0.488956431041682
2075,0.141106577597858,2.1502341307901,0.00067212435326,0.219836103029585,0.08958052613908,0.112111513308255,0.496474371458386
2076,0.150441878525044,2.18748932704071,0.000620033349371,0.221650479226712,0.088745501092738,0.111386291888046,0.503141622870159
2077,0.158153916672316,2.22483563979421,0.000496921997649,0.22336357551341,0.087998294891077,0.11071129860764,0.511121787973362
2078,0.168860396394633,2.26139425075358,0.000541327718187,0.224943264124979,0.087191448797778,0.110262089348237,0.519008057763863
2079,0.178196244388107,2.2953135931235,0.000441448066161,0.226532703985753,0.086231085828153,0.108802485334875,0.525796649963195
2080,0.187276578678812,2.32717451431218,0.000452752211345,0.228070704513004,0.085310632761478,0.107338901128671,0.533529790336787
2081,0.196253432035266,2.36009523719031,0.000437181006156,0.229660198387593,0.084312471451454,0.106139296286336,0.539356959826111
2082,0.203690011078054,2.39454092709043,0.000445475948468,0.231038318934356,0.083285382153193,0.105012091302982,0.545148873786954
2083,0.212074005356814,2.42619428999905,0.000454834577294,0.23260030457317,0.082147168745954,0.104145414936403,0.550442929658299
2084,0.219876510341208,2.45686265621716,0.000423330161437,0.234040697516075,0.081104493287597,0.10295118108672,0.556205227023117
2085,0.227744361533038,2.48737066144157,0.000332492916329,0.235592414001927,0.07986246686997,0.101810722633375,0.562159684571252
2086,0.235951532830696,2.51845375736436,0.000348334795029,0.236935622556278,0.078552152686357,0.100514068752104,0.568094731266876
2087,0.244650274695366,2.54837247052591,0.000364096065149,0.237754072219403,0.077257090067062,0.099149935113515,0.576291912587479
2088,0.253207765615483,2.57566888603913,0.000379794703265,0.238602070075655,0.075854250779239,0.098006715926391,0.583645862424887
2089,0.261827113704904,2.60180767930138,0.000395445465268,0.238981247353011,0.074758366692605,0.096970957413494,0.589115733482909
